Descriptores,2003|T1,2003|T2,2003|T3,2003|T4,2003|6 Meses,2003|9 Meses,2003|Anual,2004|T1,2004|T2,2004|T3,2004|T4,2004|6 Meses,2004|9 Meses,2004|Anual,2005|T1,2005|T2,2005|T3,2005|T4,2005|6 Meses,2005|9 Meses,2005|Anual,2006|T1,2006|T2,2006|T3,2006|T4,2006|6 Meses,2006|9 Meses,2006|Anual,2007|T1,2007|T2,2007|T3,2007|T4,2007|6 Meses,2007|9 Meses,2007|Anual,2008|T1,2008|T2,2008|T3,2008|T4,2008|6 Meses,2008|9 Meses,2008|Anual,2009|T1,2009|T2,2009|T3,2009|T4,2009|6 Meses,2009|9 Meses,2009|Anual,2010|T1,2010|T2,2010|T3,2010|T4,2010|6 Meses,2010|9 Meses,2010|Anual,2011|T1,2011|T2,2011|T3,2011|T4,2011|6 Meses,2011|9 Meses,2011|Anual,2012|T1,2012|T2,2012|T3,2012|T4,2012|6 Meses,2012|9 Meses,2012|Anual,2013|T1,2013|T2,2013|T3,2013|T4,2013|6 Meses,2013|9 Meses,2013|Anual,2014|T1,2014|T2,2014|T3,2014|T4,2014|6 Meses,2014|9 Meses,2014|Anual,2015|T1,2015|T2,2015|T3,2015|T4,2015|6 Meses,2015|9 Meses,2015|Anual,2016|T1,2016|T2,2016|T3,2016|T4,2016|6 Meses,2016|9 Meses,2016|Anual,2017|T1,2017|T2,2017|T3,2017|T4,2017|6 Meses,2017|9 Meses,2017|Anual,2018|T1,2018|T2,2018|T3,2018|T4,2018|6 Meses,2018|9 Meses,2018|Anual,2019|T1,2019|T2,2019|T3,2019|T4,2019|6 Meses,2019|9 Meses,2019|Anual,2020|T1,2020|T2,2020|T3,2020|T4,2020|6 Meses,2020|9 Meses,2020|Anual,2021|T1,2021|T2,2021|T3,2021|T4,2021|6 Meses,2021|9 Meses,2021|Anual,2022|T1<P>,2022|T2<P>,2022|T3<P>,2022|T4<P>,2022|6 Meses<P>,2022|9 Meses<P>,2022|Anual<P>,2023|T1<P>,2023|T2<P>,2023|T3<P>,2023|T4<P>,2023|6 Meses<P>,2023|9 Meses<P>,2023|Anual<P>,2024|T1<R>,2024|T2<R>,2024|T3<R>,2024|T4<P>,2024|6 Meses,2024|9 Meses,2024|Anual
Índice de volumen físico base 2018=100|Estados Unidos Mexicanos,72.1268141618242,73.96515102475189,73.37887622557011,74.39735023286117,73.04598259328804,73.15694713738206,73.46704791125183,74.44626964515469,76.78024028296875,75.85888134400504,77.35848981836413,75.61325496406171,75.69513042404282,76.11097027262316,74.66102561241638,78.52965154042344,77.58185890591645,79.83937829234623,76.5953385764199,76.92417868625208,77.65297858777562,79.13476302491156,82.17594121382153,81.46153038496418,82.62383401582609,80.65535211936655,80.92407820789911,81.34901715988084,80.80919936618332,83.90259547071418,83.31153432213398,84.67389657214527,82.35589741844873,82.67444305301052,83.17430643279418,81.32524910930363,85.71750265437885,84.10627820509004,83.9758121288272,83.52137588184124,83.71634332292419,83.78121052439995,76.03983197079648,77.33652092167888,79.45596397359942,82.48900604687913,76.68817644623768,77.61077228869159,78.8303307282385,79.7428485948029,83.04403459436476,83.50105561608072,85.7908392301381,81.39344159458385,82.09597960174946,83.01969450884664,82.83468751010966,85.25473967075723,86.77119110294439,89.19691173780872,84.04471359043345,84.95353942793709,86.01438250540501,87.01606584931469,88.87521062719165,89.01501232982031,91.80596673037373,87.94563823825315,88.30209626877553,89.1780638841751,86.88201393246216,90.50056603587225,90.00991628155643,92.7022113059255,88.69128998416724,89.13083208329694,90.02367688895407,89.03465015694616,92.28958518567393,92.36910580282625,95.42634373516938,90.66211767131004,91.2311137151488,92.27992122015395,91.58257705483335,94.32213530011413,95.33700913376106,97.31435546098491,92.95235617747377,93.74724049623619,94.63901923742337,93.05133403314156,96.44513358934468,96.10722817336999,99.56092130043224,94.74823381124313,95.20123193195208,96.29115427407217,96.20866655962338,97.81834412335797,97.258391719524,101.07186971637225,97.0135053414907,97.09513413416845,98.08931802971941,97.23900183284458,100.69920085051875,99.93485765726068,102.12693965937594,98.9691013416817,99.29102011354138,100,98.1330781581266,99.64327835510363,99.42564409232794,101.04554426523636,98.8881782566151,99.06733353518605,99.56188621769863,96.8597956570523,80.00565212887535,91.61118701040631,97.75899123210404,88.43272389296382,89.49221159877794,91.5589065071095,94.5738891634872,97.63389118174969,95.95642935485296,99.17406130538687,96.10389017261845,96.0547365666966,96.83456775136918,96.86151561572295,100.22478586629975,100.34753736800137,103.72599825605577,98.54315074101132,99.14461295000804,100.28995927651991,100.37188434768383,103.62117749629999,103.91808994046234,106.2509756020231,101.9965309219919,102.63705059481538,103.54053184661731,101.82438765901756,105.94211258934078,105.67610076128513,106.73891767806742,103.88325012417914,104.48086700321448,105.04537967192769
Índice de volumen físico base 2018=100|Aguascalientes,51.472816734759505,52.237626734446785,54.95768840048628,54.841137267616645,51.85522173460315,52.88937728989753,53.377317284327304,52.75250188299439,54.86414060721923,54.92093375008302,57.84323011632693,53.808321245106804,54.17919208009888,55.095201589155884,54.29698324181301,55.55087353846619,55.4257279236903,58.76427933836129,54.9239283901396,55.09119490132317,56.0094660105827,57.058608236278374,58.830943065419085,61.072539492909385,64.32661190924588,57.94477565084873,58.98736359820229,60.322175675963194,64.98368335455243,64.66411721078784,68.16972457518001,66.32464673710095,64.82390028267014,65.93917504684009,66.0355429694053,63.313915499533294,66.85296432174671,67.60989124864545,65.41847007025324,65.08343991064001,65.92559035664183,65.79881028504467,57.13008379522774,58.71777247118312,63.228089073969805,65.71727363427544,57.92392813320543,59.69198178012689,61.19830474366403,63.29825561984993,65.26477489686653,69.28737368566043,69.11707912243259,64.28151525835824,65.95013473412563,66.74187083120238,66.99495934359972,68.8668562943032,70.76146738581126,73.33317956108965,67.93090781895145,68.8744276745714,69.98911564620096,72.44300357038041,73.28634321409172,73.29538142838827,76.10193542276292,72.86467339223607,73.00824273762014,73.78166590890582,75.28512632739582,75.8108641347428,76.41238394177017,78.8054058648172,75.54799523106931,75.83612480130292,76.57844506718149,82.17767486364971,82.93699504619873,83.94311506549155,88.30090238290151,82.55733495492422,83.01926165844668,84.33967183956038,85.45322787152682,89.69255574211971,90.06855989043167,92.38764781558513,87.57289180682326,88.40478116802608,89.40049782991584,89.39452547567959,93.65135987478884,92.71730038025201,97.95220148105781,91.52294267523422,91.92106191024014,93.42884680294456,96.16900341829056,95.50229460370568,95.99506330711809,95.12522772360747,95.83564901099811,95.88878710970477,95.69789726318044,97.6993338138287,98.65684554446614,100.45567257902664,103.18814806267854,98.1780896791474,98.93728397910715,100,96.38797428400838,100.59043367363228,101.42149267391952,103.2510129764623,98.48920397882031,99.46663354385339,100.41272840200564,98.78887271256356,77.29967679265577,96.39291688632804,103.35473317197548,88.04427475260967,90.82715546384912,93.95904989088073,99.78649814613692,97.18375809464709,92.19667522560027,95.9377496325969,98.48512812039199,96.38897715546142,96.2761702747453,95.48056044202647,97.03909689717574,95.91997671335352,95.89843285449493,96.2598286696011,96.14654468418526,96.08451672676266,98.1320864904022,101.81201398917912,103.67302861030723,103.15101743237697,99.97205023979066,101.20570969662953,101.69203663056636,98.97655140885928,103.34068935098489,102.32250378038354,101.83145522940451,101.15862037992207,101.54658151340922,101.61779994240806
Índice de volumen físico base 2018=100|Baja California,75.49100417563676,76.80048642685333,79.41675480208232,77.2054921379808,76.14574530124504,77.23608180152414,77.2284343856383,76.77425885192768,79.95585742868154,79.75554868548768,78.9831101181584,78.36505814030461,78.82855498869897,78.86719377106382,75.99650588591395,80.5653738708883,82.33712733066439,84.63397624730361,78.28093987840113,79.63300236248888,80.88324583369257,80.42431310490646,86.87388626960036,90.43609819106263,90.2892581337441,83.64909968725341,85.91143252185648,87.00588892482838,83.98537294964589,88.07093316733754,90.64010844321635,88.58210394446817,86.02815305849172,87.56547152006661,87.819629626167,83.36414793772747,88.4123765208176,87.3864211125852,81.74494693934122,85.88826222927254,86.3876485237101,85.22697312761788,71.22546815121741,74.73165775320028,76.45629271887485,75.97287625553848,72.97856295220883,74.13780620776419,74.59657371970775,71.92703211202542,79.18402058585697,79.8876006946442,80.36030806494743,75.5555263489412,76.9995511308422,77.83974036436851,75.40670211089741,78.65195140590797,81.44519127846351,82.10327024536835,77.02932675840269,78.50128159842298,79.40177876015932,78.83693295441138,83.94907293983425,84.00167092840044,83.35210463742564,81.39300294712282,82.26255894088203,82.53494536501792,78.52817304826345,84.86829228550886,85.78185561904168,84.52963140077455,81.69823266688616,83.05944031760465,83.42698808839714,80.00667162409002,86.1852612721974,88.63790762332131,91.34098814419752,83.09596644814371,84.94328017320292,86.54270716595158,85.375391257849,90.44661922445005,92.2976527742286,93.67227838467042,87.91100524114951,89.3732210855092,90.44798541029951,87.77173263081481,93.9561459120924,96.41365205449432,98.90824607309312,90.8639392714536,92.71384353246718,94.26244416762366,93.21709364750535,99.1692508068233,99.4945239475681,101.40445365191523,96.19317222716434,97.29362280063225,98.32133051345299,95.75284116579674,101.97906506196088,100.40674411357627,101.86134965866617,98.8659531138788,99.37955011377795,100,99.28900720452685,104.13912692255525,102.14557919551662,100.8449553186074,101.71406706354105,101.85790444086624,101.60466716030155,97.08310230194553,82.19421316005918,100.05515409102783,103.99639862048642,89.63865773100235,93.11082318434418,95.83221704337973,98.0746819809567,103.21655268553336,102.02006209315098,104.81783675691112,100.64561733324501,101.10376558654701,102.03228337913804,100.28066468260803,104.70317510777446,105.15549198799978,107.31963494041928,102.49191989519124,103.37977725946075,104.36474167970037,103.51707744047411,108.43032833761312,108.37719506088655,110.80551691071877,105.97370288904362,106.7748669463246,107.78252943742312,103.57451674262315,112.30014760528778,110.18113495364035,110.26217194941412,107.93733217395547,108.68526643385043,109.07949281274134
Índice de volumen físico base 2018=100|Baja California Sur,53.6614454178828,54.03070380426605,55.45224179029756,58.45479166890411,53.84607461107442,54.381463670815464,55.39979567033764,54.807848760793156,59.987601220416806,59.733792515132855,64.3159994020181,57.397724990604985,58.17641416544761,59.71131047459023,62.89814988469195,62.326465000355434,60.09859936114756,67.72395710730777,62.61230744252369,61.77440474873166,63.26179283837568,64.75488201956576,67.1638707338636,67.33252116429927,72.74340297699563,65.95937637671467,66.41709130590954,67.99866922368106,70.22562240578519,72.99980570581745,75.77955044341851,76.19681624452907,71.61271405580132,73.00165951834039,73.80044869988757,75.60705553741747,78.77889318441974,75.865724425556,74.999449778102,77.19297436091863,76.75055771579774,76.31278073137382,71.83879239791112,71.98268420178667,70.37993188742922,74.9614349150892,71.9107382998489,71.40046949570899,72.29071085055405,73.71305317502875,74.20480075901959,73.64962229475917,78.11195373154928,73.95892696702417,73.85582540960249,74.9198574900892,77.55868856636458,77.54240021661235,76.93924918729668,82.10239440759386,77.55054439148847,77.34677932342453,78.53568309446686,77.60131530497651,80.65195109942758,77.68768029152369,83.11769269424457,79.12663320220204,78.64698223197593,79.76465984754307,75.64582022585083,77.20668513447295,77.60092646265035,84.69825099784192,76.4262526801619,76.81781060765805,78.78792070520402,79.58631657254305,80.46333199947671,78.35075117690566,81.90554617727848,80.02482428600987,79.46679991630847,80.07648648155097,81.58936021587569,85.27557150089837,83.34019402486169,87.83049595932634,83.43246585838702,83.40170858054525,84.50890542524053,86.26144696296141,87.43534612754662,86.67497051564847,92.70806740997595,86.84839654525402,86.79058786871884,88.26995775403313,89.76650969357469,91.07455727978298,90.78282138030089,98.03155031972533,90.42053348667883,90.54129611788618,92.41385966834596,98.56896813408707,99.82775144897154,97.01192421339312,104.59135620354829,99.1983597915293,98.46954793215058,100,95.69631110055447,95.84402768018386,94.61604053434051,98.91348369370098,95.77016939036918,95.38545977169296,96.26746575219497,92.79183954501093,68.7793032118899,80.53528105766925,89.36423195617226,80.78557137845043,80.70214127152336,82.8676639426856,81.65818314096973,93.22655748619735,95.9247334217737,98.6673160927009,87.44237031358354,90.26982468298027,92.36919753541042,88.02415016840155,95.45224760792497,99.15618347016868,101.00809185257535,91.73819888816325,94.2108604154984,95.91016827476763,92.13443968868616,96.2304250687763,98.7881734954058,102.6863119381324,94.18243237873124,95.71767941762276,97.45983754775015,95.24227693953779,100.6226042153443,101.17527905143986,106.02426350843292,97.93244057744104,99.01338673544066,100.76610592868873
Índice de volumen físico base 2018=100|Campeche,171.97966303317617,174.44546990454242,180.59929196324697,178.9431318059529,173.2125664688593,175.67480830032187,176.49188917672964,175.34734063061973,178.41316401473384,180.43612190714876,179.7066922582824,176.88025232267677,178.06554218416744,178.4758297026962,172.2941345572406,179.68419736195548,176.42498617909277,176.26779467833586,175.98916595959804,176.1344393660963,176.1677781941562,174.54512421945415,175.0178781778167,172.78859397009796,163.28509598749997,174.78150119863542,174.11719878912297,171.4091730887172,162.16891668185528,165.15778246051102,159.61482328141392,154.37687073043878,163.66334957118315,162.31384080792674,160.32959828855473,149.37671862534526,146.81722814863346,148.37644430276907,146.67775808799195,148.09697338698936,148.19013035891592,147.81203729118494,137.2904700062399,134.41793664250366,134.54947628070758,131.5807626588989,135.85420332437178,135.41929430981705,134.45966139708753,127.95391224334782,130.32935875928132,132.05765632817412,130.75218055097585,129.1416355013146,130.1136424436011,130.27327697044478,127.38811158213097,127.83982959913584,124.90659804017032,127.66524689240642,127.61397059063341,126.71151307381237,126.9499465284609,122.41658038118271,122.56092935058716,124.24867627988567,124.06322184442062,122.48875486588493,123.07539533721852,123.32235196401903,121.04793241967018,123.68321234831816,124.90146279232661,124.66674338417958,122.36557238399416,123.21086918677165,123.57483773612363,120.18677517565139,121.06811363266226,121.80277642895359,126.39095956201703,120.62744440415682,121.01922174575577,122.36215619982107,125.77856304653996,120.94182605707968,124.86778190877865,123.6683694847508,123.3601945518098,123.86272367079943,123.81413512428728,120.75693690492233,116.63254931320355,117.7072041982012,114.22850941478072,118.69474310906294,118.36556347210903,117.33129995777696,108.77362001262514,107.12708143943033,102.13648414975746,103.63576859483297,107.95035072602772,106.0123952006043,105.41823854916149,101.20080875161719,100.53256288905914,101.0878618632156,97.17876649610812,100.86668582033815,100.94041116796394,100,95.08416070190823,94.77273044713532,97.38903958605218,96.3053374564596,94.92844557452177,95.74864357836523,95.88781704788883,95.55925306385554,86.42012652256564,87.30620005942876,87.50153415142354,90.98968979321059,89.76185988194997,89.19677844931836,87.44501273494492,87.59627388221438,85.8979853533477,85.15777026891004,87.52064330857966,86.97975732350235,86.52426055985427,83.41540597742662,84.16227488800094,82.55351036388467,83.94610821348034,83.78884043271377,83.37706374310409,83.51932486069813,84.30351269389432,91.87787335739615,89.38738695772884,93.26047808294224,88.09069302564525,88.52292433633978,89.70731277299039,88.6119331064914,85.07432443511995,80.02294229121526,79.84546013135254,86.84312877080568,84.56973327760888,83.38866499104479
Índice de volumen físico base 2018=100|Coahuila de Zaragoza,73.58159908640238,73.68429779327909,74.69099041137164,76.22050533901825,73.63294843984073,73.9856290970177,74.54434815751783,75.24687240088448,75.40338919746739,75.95367322775094,76.52016998179643,75.32513079917594,75.53464494203426,75.7810262019748,73.19757415109254,77.29973444376138,77.8342049855377,80.73024843277196,75.24865429742697,76.11050452679721,77.26544050329089,80.51851028239928,83.83968687338982,82.06416453551583,82.06652458313634,82.17909857789456,82.14078723043498,82.12222156861031,78.38668454162715,86.44102049023861,86.51720187288512,86.86636478012886,82.41385251593287,83.78163563491695,84.55281792121994,82.52686942465046,84.71893332570123,83.24121389547422,81.73317590541829,83.62290137517584,83.49567221527529,83.05504813781104,63.3761850135455,63.08437880028181,68.32952495260724,74.25013744452937,63.23028190691367,64.93002958881152,67.26005655274099,75.24497343412997,81.05549253221993,82.19294036663571,83.71653824871517,78.15023298317494,79.4978021109952,80.55248614542519,83.85965346386871,85.23160833145768,85.69152003344169,87.59656732538802,84.54563089766319,84.92759394292268,85.59483728853901,88.27823400385397,92.66229637285838,91.13209885876621,89.39600128742309,90.47026518835617,90.6908764118262,90.36715763072542,85.41660680169085,90.26537972270894,90.84313322942572,91.87745664965622,87.8409932621999,88.84170658460852,89.60064410087044,91.40413317189324,95.44450323967358,93.5957171436815,94.18977514833364,93.42431820578341,93.48145118508276,93.65853217589549,90.06481866049548,93.59320368510464,94.96056404220425,93.85137080926084,91.82901117280005,92.87286212926811,93.1174892992663,89.60904508853464,92.63145021712215,93.87042159576521,97.29944081354968,91.1202476528284,92.03697230047399,93.35258942874292,94.2200452849193,97.37345181743746,97.21445037277388,101.1938452593331,95.79674855117837,96.26931582504355,97.50044818361593,97.95554435484813,98.95283272563093,101.80568219680029,101.28594072272065,98.45418854023953,99.57135309242643,100,96.29300448249296,100.63565558155594,101.08038518853128,96.59643428599686,98.46433003202444,99.33634841752671,98.65136988464425,90.20824324738761,71.37183824267468,90.83924542127708,96.9402661579417,80.79004074503115,84.13977563711313,87.33989826732028,93.77336918349931,98.97537652202743,93.2436832824183,94.82941245211316,96.37437285276337,95.33080966264833,95.20546036001456,93.05454730222466,96.3583039590482,97.04053446683758,99.93681181047155,94.70642563063643,95.48446190937015,96.5975493846455,94.64328686620671,95.12189189065727,95.6996576094351,96.63194891324302,94.88258937843199,95.15494545543302,95.52419631988552,90.49237170225874,97.21110672210325,96.70326365142617,96.68081415228995,93.851739212181,94.80224735859605,95.27188905701954
Índice de volumen físico base 2018=100|Colima,62.743299453210646,68.86286448752121,70.23948514807867,70.23059336827245,65.80308197036592,67.2818830296035,68.01906061427073,65.09685696534675,67.01197440766751,70.26409170233904,71.97010409141606,66.05441568650713,67.45764102511778,68.58575679169235,64.45105566686856,69.53776824010822,70.78923757695124,70.77927920492614,66.9944119534884,68.25935382797601,68.88933517221355,71.35503131539744,73.40275099551357,74.25765226835715,74.64649364574716,72.37889115545552,73.00514485975604,73.41548205625382,81.56230908380883,79.79157642792501,76.50468342533627,75.04404433041124,80.67694275586692,79.28618964569004,78.22565331687035,79.17904202317739,79.66352808961805,81.22747213453367,78.64298219576736,79.42128505639772,80.02334741577637,79.67825611077411,73.43278471498793,74.01572486459659,77.22257031094358,79.02650123518063,73.72425478979225,74.89035996350937,75.92439528142718,78.41416428323106,78.87290564202259,79.7406853692168,86.02643491136705,78.64353496262683,79.00925176482347,80.76354755145937,83.33651045622504,86.90122177387877,88.11318506538933,86.41491930644688,85.1188661150519,86.11697243183104,86.191459150485,83.67349561278418,89.58899064253374,87.98530708271873,89.57243665411474,86.63124312765896,87.08259777934556,87.70505749803786,85.28481328353182,86.94422058043317,86.34171171686457,88.40623400268511,86.1145169319825,86.19024852694318,86.74424489587867,88.26524370557776,87.19480941082777,86.87479389539445,88.90310184749794,87.73002655820277,87.44494900393333,87.80948721482447,88.21377858130967,89.26562057104486,92.80640983410937,96.0886007150131,88.73969957617726,90.09526966215464,91.59360242536924,90.10559086406775,90.26996124468776,89.3852809985756,95.56338915362595,90.18777605437776,89.92027770244371,91.33105556523927,94.02746086415135,96.72961301380269,97.60956949459228,102.44800626559451,95.37853693897702,96.12221445751544,97.70366240953521,95.98573967947459,103.60533349363723,99.68307990071953,100.7258469261687,99.79553658655591,99.75805102461045,100,98.51911266068986,105.03177269571007,106.75034530489138,109.24810855523863,101.77544267819998,103.43374355376378,104.88733480413248,104.58805510274827,92.13480423470372,92.5426181454511,96.06939129023334,98.36142966872598,96.42182582763435,96.3337171932841,91.65159048256302,96.1570431069834,94.50475084500806,99.13984019844257,93.9043167947732,94.10446147818482,95.36330615824926,93.13796821884334,97.20316058958906,92.00816242270393,99.35790953601715,95.17056440421618,94.11643041037877,95.42680019178836,97.83620302585173,99.00263384228268,98.81830787792696,102.91653354840304,98.4194184340672,98.55238158202044,99.64341957361609,100.09252347022613,104.06797578809584,101.53866767140882,105.5003292398597,102.08024962916097,101.89972230991027,102.79987404239763
Índice de volumen físico base 2018=100|Chiapas,93.44383159808464,88.49032773093596,84.4656396902953,86.42266582605498,90.9670796645103,88.79993300643865,88.20561621134273,86.09474463339295,85.36042689142265,83.18750693260696,86.53025344111194,85.7275857624078,84.88089281914084,85.29323297463361,85.66699299384585,89.7168463338393,85.14254975444572,87.8449338110733,87.69191966384258,86.84212969404363,87.09283072330105,86.24348814262893,90.35745059900422,91.41629539760925,93.6052174252919,88.30046937081659,89.33907804641413,90.40561289113359,91.57331709331172,92.12922193991159,90.171392622523,91.23697341957558,91.85126951661165,91.29131055191544,91.27772626883048,95.88744333647192,97.04004940037801,93.203657620354,93.81268347470143,96.46374636842495,95.37705011906799,94.98595845797634,91.7153502412687,91.81720743271939,93.93937900292498,97.17632744466327,91.76627883699403,92.49064555897101,93.66206603039406,95.96627700473942,99.4595777580114,103.85722889767273,104.33103078977686,97.71292738137541,99.76102788680784,100.9035286125501,99.13059771138879,103.80300544048487,101.55494744705614,106.17960090958078,101.46680157593681,101.49618353297657,102.66703787712763,104.3607302200214,104.33837534876776,103.9435917255205,108.50231162161255,104.34955278439458,104.21423243143653,105.28625222898054,98.61830948656952,102.36516504006974,100.07198823892894,108.67579775408262,100.49173726331964,100.35182092185606,102.43281512991271,106.72913905121884,107.00814966186304,104.63398757014872,107.96455389739808,106.86864435654095,106.12375876107687,106.58395754515718,102.3479174423757,103.87867090421337,100.81706990639915,105.06642705911418,103.11329417329453,102.3478860843294,103.02752132802561,104.71455545337069,105.42103441227361,102.9005337342092,105.44900316961339,105.06779493282214,104.3453745332845,104.62128169236674,105.76429456316782,101.76745809408527,97.77666228718185,101.6658501393267,103.76587632862653,101.76947164814496,101.7435662709404,103.23820974844678,100.82555400461854,98.90887647536006,97.02735977157465,102.03188187653265,100.99088007614179,100,98.81877160258537,97.40682395997845,97.65764502739732,100.30034698728956,98.11279778128191,97.96108019665371,98.54589689431266,102.16265135765867,86.75790386168384,95.37875725654798,98.12259028361684,94.46027760967125,94.7664374919635,95.60547568987683,102.21830793462772,100.21517685310361,96.60359207549554,101.43343597899026,101.21674239386567,99.67902562107564,100.11762821055427,105.45038944708283,107.14706582239286,104.61146298522348,106.9375333440101,106.29872763473784,105.73630608489972,106.03661289967732,108.9186352439829,105.34255243012846,105.54654561870223,109.79243175172755,107.1305938370557,106.60257776427117,107.4000412611353,110.70943535515563,108.95432561195251,108.89270869343062,111.62902765012666,109.83188048355406,109.51882322017958,110.04637432766636
Índice de volumen físico base 2018=100|Chihuahua,63.177613497056925,62.67322533494667,65.03531286480724,68.92695139531129,62.9254194160018,63.62871723227028,64.95327577303054,65.3138313225837,67.73064253515344,67.55836721461036,67.34157605110346,66.52223692886857,66.86761369078249,66.98610428086272,64.66041883298469,67.84684383758702,70.1870907771046,72.13000599763079,66.25363133528585,67.56478448255876,68.70608986132677,68.81484453815955,72.8644347567542,75.3221583161561,78.04240061778003,70.83963964745686,72.33381253702328,73.76095955721247,70.90395454218681,76.88280486566639,79.74396581171747,81.47993750833933,73.8933797039266,75.84357507319022,77.2526656819775,75.69702327205532,81.99950857651329,81.73714209349556,83.74254076566369,78.8482659242843,79.81122464735472,80.79405367693195,69.7976242466553,70.40179968856276,74.46652583624214,77.12849856395773,70.09971196760904,71.55531659048674,72.94861208385448,70.97375964591676,75.6999511792576,77.17118803063975,78.59378652742339,73.33685541258717,74.61496628527136,75.60967134580937,70.30035840980032,76.43657734771197,78.89232007399575,84.10877344563666,73.36846787875615,75.20975194383601,77.43450731928618,78.12819822628245,82.33528509194453,84.75804260206036,87.2474234472465,80.23174165911348,81.74050864009578,83.11723734188347,79.25933647036591,85.89077718536187,86.94629821223782,90.81479301064125,82.57505682786389,84.03213728932187,85.72780121965171,80.77916894446703,87.3107065950764,90.30388769754768,94.1474248959793,84.0449377697717,86.13125441236372,88.1352970332676,86.38499860899492,91.46897264357135,97.10284348668847,101.01171095198535,88.92698562628313,91.65227157975157,93.99213142281003,89.80942479832625,96.09388233097408,99.31196205911712,103.56926485440636,92.95165356465016,95.07175639613914,97.19613351070593,93.55602613662751,98.6433231715249,101.40916667778832,105.08555589356018,96.09967465407621,97.86950532864691,99.67351796987522,91.85723318276466,98.8295591760517,102.12378896534729,107.18941867583635,95.34339617940817,97.60352710805455,100,96.27787548649275,101.25720012448201,102.65460527527199,106.52591815477514,98.76753780548738,100.06322696208225,101.67889976025546,95.92689878491034,83.37691058162386,98.43587842229229,102.33521208922399,89.6519046832671,92.57989592960882,95.0187249695126,92.86498882482769,98.52960163646439,100.88256452063378,104.4660566049794,95.69729523064605,97.42571832730863,99.18580289672633,98.43500786084861,106.06107294596427,109.76528865584511,112.25886649093913,102.24804040340645,104.75378982088601,106.6300589883993,103.95349260834976,108.72086687105434,112.89037929060457,113.9841652360851,106.33717973970205,108.52157959000289,109.88722600152343,103.36226648530027,111.02096635462459,114.44267364724472,114.88161631699508,107.19161641996244,109.60863549572319,110.92688070104117
Índice de volumen físico base 2018=100|Ciudad de México,73.81355074831471,78.12776353063785,74.69147592356106,78.32091298664447,75.97065713947629,75.54426340083788,76.23842579728952,76.32001314732638,81.36921080656928,77.50061167852088,82.54018764958639,78.84461197694785,78.39661187747218,79.43250582050074,75.16846349848325,82.83642842369993,79.64566533992544,82.69282932428622,79.00244596109158,79.21685242070286,80.0858466465987,80.80004875489446,86.50993629726726,83.5070879363262,85.03120299653095,83.65499252608086,83.60569099616264,83.96206899625473,79.63317020404861,86.81215578517521,84.43166112050959,86.45635987867907,83.2226629946119,83.62566236991113,84.33333674710312,77.0094737684735,87.21762667042624,87.38122323278591,89.54692770354232,82.11355021944986,83.86944122389521,85.288812843807,75.2673199451833,78.88508775941922,82.49540317484245,86.46533738442882,77.07620385230125,78.88260362648164,80.77828706596844,81.02333571614433,83.28771070904627,84.42170189729445,88.5774790786558,82.1555232125953,82.91091610749503,84.32755685028522,83.8386561127883,84.92711502709547,88.71938057584244,91.85179384021606,84.38288556994188,85.82838390524205,87.33423638898556,87.7144360842567,88.79609243392949,89.51599813712107,94.89212245149884,88.2552642590931,88.67550888510243,90.22966227670153,86.14552927553493,90.29880521745973,92.12619012994287,95.92591868079083,88.22216724649734,89.52350820764585,91.12411082593209,88.8660723770334,91.1370426784827,92.74635088572461,97.36462466662913,90.00155752775804,90.91648864708023,92.52852265196746,91.6465147929754,94.2039417046783,94.9980786304273,98.80290990804237,92.92522824882687,93.61617837602701,94.91286125903086,92.02421200191341,95.85615224321963,95.88801781746997,103.25250489155606,93.94018212256653,94.58946068753434,96.75522173853977,97.74380790827412,97.76055499338501,96.31299194892978,103.14938602673354,97.75218145082958,97.27245161686298,98.74168521933062,95.65460223480247,98.55026553782729,99.95180057133658,105.84333165603368,97.10243388631487,98.05222278132211,100,98.47392767021411,97.56359559906505,99.96812625289539,102.39741139418588,98.01876163463959,98.66854984072485,99.6007652290901,93.34611992197979,78.32447920346578,88.99381486021856,96.79053299962202,85.8352995627228,86.88813799522138,89.36373674632154,95.02282135800718,96.84239245914249,92.1759715906385,94.72900067962874,95.93260690857484,94.68039513592939,94.69254652185424,95.73799896116898,98.52910078776983,98.0799356644943,102.0891662598848,97.13354987446941,97.4490118044777,98.60905041832947,100.30543810816506,104.13229097698161,103.57172067372058,103.32222767717857,102.21886454257334,102.66981658628909,102.83291935901147,101.35112749302644,105.52338826525937,105.08807863663935,107.10636830995837,103.43725787914289,103.98753146497504,104.7672406762209
