Descriptores,2003|T1,2003|T2,2003|T3,2003|T4,2003|6 Meses,2003|9 Meses,2003|Anual,2004|T1,2004|T2,2004|T3,2004|T4,2004|6 Meses,2004|9 Meses,2004|Anual,2005|T1,2005|T2,2005|T3,2005|T4,2005|6 Meses,2005|9 Meses,2005|Anual,2006|T1,2006|T2,2006|T3,2006|T4,2006|6 Meses,2006|9 Meses,2006|Anual,2007|T1,2007|T2,2007|T3,2007|T4,2007|6 Meses,2007|9 Meses,2007|Anual,2008|T1,2008|T2,2008|T3,2008|T4,2008|6 Meses,2008|9 Meses,2008|Anual,2009|T1,2009|T2,2009|T3,2009|T4,2009|6 Meses,2009|9 Meses,2009|Anual,2010|T1,2010|T2,2010|T3,2010|T4,2010|6 Meses,2010|9 Meses,2010|Anual,2011|T1,2011|T2,2011|T3,2011|T4,2011|6 Meses,2011|9 Meses,2011|Anual,2012|T1,2012|T2,2012|T3,2012|T4,2012|6 Meses,2012|9 Meses,2012|Anual,2013|T1,2013|T2,2013|T3,2013|T4,2013|6 Meses,2013|9 Meses,2013|Anual,2014|T1,2014|T2,2014|T3,2014|T4,2014|6 Meses,2014|9 Meses,2014|Anual,2015|T1,2015|T2,2015|T3,2015|T4,2015|6 Meses,2015|9 Meses,2015|Anual,2016|T1,2016|T2,2016|T3,2016|T4,2016|6 Meses,2016|9 Meses,2016|Anual,2017|T1,2017|T2,2017|T3,2017|T4,2017|6 Meses,2017|9 Meses,2017|Anual,2018|T1,2018|T2,2018|T3,2018|T4,2018|6 Meses,2018|9 Meses,2018|Anual,2019|T1,2019|T2,2019|T3,2019|T4,2019|6 Meses,2019|9 Meses,2019|Anual,2020|T1,2020|T2,2020|T3,2020|T4,2020|6 Meses,2020|9 Meses,2020|Anual,2021|T1,2021|T2,2021|T3,2021|T4,2021|6 Meses,2021|9 Meses,2021|Anual,2022|T1<P>,2022|T2<P>,2022|T3<P>,2022|T4<P>,2022|6 Meses<P>,2022|9 Meses<P>,2022|Anual<P>,2023|T1<P>,2023|T2<P>,2023|T3<P>,2023|T4<P>,2023|6 Meses<P>,2023|9 Meses<P>,2023|Anual<P>,2024|T1<R>,2024|T2<R>,2024|T3<R>,2024|T4<P>,2024|6 Meses,2024|9 Meses,2024|Anual
Índice de volumen físico base 2018=100|Morelos,78.31689400270841,78.25236901999601,78.39035945232794,80.47698432574204,78.28463151135222,78.31987415834412,78.85915170019359,79.76120165939791,80.6242261239834,80.94367113511217,83.51677444273238,80.19271389169066,80.44303297283116,81.21146834030648,82.5253131170513,85.71652405356944,87.50431389842109,85.69636239536976,84.12091858531036,85.24871702301394,85.3606283661029,83.03195849081918,83.565636614288,83.60450935395556,86.2605345290887,83.29879755255358,83.40070148635425,84.11565974703787,83.82011222329582,84.75809666246744,87.01217913794767,88.7032403755983,84.28910444288162,85.19679600790363,86.0734070998273,84.50221635720453,84.89516626041801,82.71013090053485,82.93272920349094,84.69869130881126,84.03583783938579,83.76006068041208,79.40515441141574,75.97264792132063,81.98474602960935,87.03827659062291,77.68890116636818,79.12084945411524,81.10020623824217,81.63563291853956,85.50912153032539,83.31380588070397,89.27894175882768,83.57237722443247,83.48618677652297,84.93437552209915,86.63934050688474,88.82480263685528,86.28454924932704,90.51063554052602,87.73207157187001,87.24956413102234,88.06483198339826,90.111387584854,89.83058594558425,89.79382196733614,93.3140109707855,89.97098676521912,89.91193183259146,90.76245161713996,92.78700662251163,95.97641138782295,93.28092402328771,95.98753621706581,94.38170900516728,94.0147806778741,94.50796956267202,93.3888533194564,94.98875458586816,93.72606286835328,97.85358601356228,94.18880395266228,94.03455692455928,94.98931419681004,95.45776612589695,96.60146183734723,95.62725335181615,100.11830977748394,96.02961398162209,95.89549377168677,96.95119777313607,98.21684496830775,98.9377047680395,100.044022327166,103.35962071594199,98.57727486817363,99.06619068783775,100.13954819486382,102.85211338283983,101.07637181212405,98.24164964042403,103.37912455178812,101.96424259748196,100.72337827846263,101.38731484679401,98.4601415468479,99.84465419488477,99.83626768091213,101.85893657735522,99.15239787086632,99.38035447421491,100,98.12065088802692,99.15973403253416,97.81340480945714,100.0619128484457,98.64019246028053,98.36459657667274,98.78892564461597,96.03040460865122,78.46826843873264,90.14571425371241,95.3963814329562,87.24933652369194,88.2147957670321,90.01019218351313,93.98620792427144,94.29676919339558,93.03806686285655,100.17672131119654,94.14148855883352,93.7736813268412,95.37444132293002,93.22488973970215,95.52477954968155,94.8115643838636,99.17718139628239,94.37483464469184,94.52041122441577,95.68460376738243,96.78729884559914,97.1593894072323,96.72135328962128,99.4140908485474,96.97334412641571,96.88934718081755,97.52053309775002,97.13116899962415,100.091867378151,98.89642986385672,100.35780970536415,98.61151818888756,98.70648874721061,99.11931898674901
Índice de volumen físico base 2018=100|Nayarit,70.9959947059124,70.50857466280846,68.82498530935815,73.79728570591125,70.75228468436042,70.10985155935968,71.03171009599758,81.56646526205118,81.81565052801461,77.37296938042125,87.61349573377262,81.6910578950329,80.25169505682902,82.09214522606493,90.37529410396822,84.28714983644319,79.92948986797603,90.00195103892861,87.3312219702057,84.86397793612916,86.14847121182902,86.63130419131323,87.39849947064133,82.04858543028325,88.45756925860998,87.0149018309773,85.35946303074594,86.13398958771195,84.20068136253036,83.0823372040652,84.08144754785422,89.39819970943196,83.6415092832978,83.78815537148327,85.19066645597043,89.54063820205678,92.36474364786832,90.23110175700705,93.49145721546924,90.95269092496257,90.71216120231071,91.40698520560036,88.33081974784116,85.82473580165025,80.71538928239619,88.77822247668387,87.07777777474571,84.95698161062921,85.91229182714287,86.75370441186813,89.27856037182188,85.8951306551146,89.68356202057909,88.016132391845,87.30913181293487,87.90273936484591,88.48698077084133,90.46357847341469,88.5918579411067,93.60743076328669,89.47527962212801,89.18080572845423,90.28746198716236,87.23581190153293,94.10662671688192,89.31517071563003,96.06180379863144,90.67121930920742,90.21920311134829,91.6798532831691,96.58515081774301,93.55185251476372,89.48449629536887,92.43288695858563,95.06850166625337,93.2071665426252,93.0135966466153,92.53466785236338,95.17601502645793,90.61021112693012,97.20014767575628,93.85534143941065,92.77363133525049,93.88026042037694,94.40779932439513,94.84341745964394,93.65175486470014,95.92535767903007,94.62560839201954,94.30099054957975,94.70708233194233,95.57930264677515,102.33621154022406,95.06267631709227,99.02657330687177,98.9577570934996,97.65939683469715,98.00119095274081,97.44530382213343,102.96307092977635,96.83934947746857,101.0071615112795,100.20418737595489,99.0825747431261,99.56372143516445,96.24193649781687,101.64856014958194,99.40688575985617,102.702617592745,98.9452483236994,99.09912746908499,100,99.50778154688092,103.38252809405847,96.82180027951097,102.75351595884517,101.4451548204697,99.90403664015012,100.61640646982386,97.21103449624734,83.95044694669494,89.00858354201112,96.65282804575685,90.58074072147116,90.05668832831782,91.70572325767758,93.85978092630872,101.56234161518198,100.20953855493708,104.54295508596827,97.71106127074535,98.54388703214259,100.04365404559901,96.71001264654721,107.02138534586835,105.70121947755871,105.43249205361445,101.86569899620778,103.14420582332475,103.71627738089717,99.95578639012986,102.8504155122726,104.52931153712004,105.97608424260554,101.40310095120122,102.44517114650749,103.32789942053199,98.77134027768923,102.80363747451685,103.57285663875079,104.33786613489484,100.78748887610305,101.71594479698565,102.37142513146293
Índice de volumen físico base 2018=100|Nuevo León,65.94161827463488,67.60581542779124,67.03202000031017,66.11312436126953,66.77371685121307,66.8598179009121,66.67314451600146,67.75792626217998,70.175737863913,69.08684575856591,69.32799630188143,68.9668320630465,69.00683662821963,69.08712654663509,68.54056178364534,72.36452936797681,71.64444172338386,71.36921512663376,70.45254557581107,70.84984429166867,70.97968700040995,72.6841133863837,77.50045183932659,77.52340707172736,77.27390258400534,75.09228261285514,75.90265743247922,76.24546872036075,78.41401950352991,80.56935427526905,79.46849211503432,80.32162414807452,79.49168688939949,79.48395529794443,79.69337251047695,78.30686515403485,81.4489464814723,80.03412300448268,78.30302376401312,79.87790581775359,79.92997821332995,79.52323960100072,70.94820837746994,71.78789848522693,74.87553152378817,76.49656372040012,71.36805343134844,72.53721279549502,73.5270505267213,75.63005939927353,78.2539465954904,79.90166873098445,82.08568405066366,76.94200299738198,77.92855824191614,78.96783969410302,77.83532672747127,80.08901007790145,83.84772132531786,85.40752262029471,78.96216840268636,80.59068604356352,81.79489518774633,83.33294867466,85.22024730217255,85.87916230064894,86.96234895835501,84.27659798841628,84.81078609249384,85.34867680895913,81.77105378589008,85.65175857419092,84.98223700722404,87.23904864980203,83.7114061800405,84.13501645576832,84.91102450427677,83.63839571406973,87.94974425127808,88.82230972691286,90.85167629590097,85.7940699826739,86.80348323075357,87.81553149704041,88.49361238873325,89.93991682544046,92.21459310049835,92.62485765200682,89.21676460708686,90.21604077155736,90.81824499166973,88.63396592081295,91.71198744961957,91.6585246075995,93.73858430957719,90.17297668521626,90.66815932601068,91.43576557190231,92.67352314951222,94.86844782637854,95.20813100038393,96.79352606232136,93.77098548794538,94.25003399209156,94.885907009649,95.01321694198784,100.21320874589237,101.33684215377026,103.43673215834954,97.6132128439401,98.85442261388349,100,99.11078793395491,101.1087368687855,101.13004664145396,100.50062630655148,100.10976240137019,100.44985714806481,100.46254943768646,96.92197304362753,78.83280015247516,92.46886433963883,98.55385658135619,87.87738659805134,89.4078791785805,91.69437352927443,95.85960615519654,99.02395605355039,97.85698372045604,98.81637966911603,97.44178110437348,97.580181976401,97.88923139957974,98.22672504444289,101.3829710074346,100.85568848314065,103.5789508492874,99.80484802593874,100.15512817833938,101.0110838460764,101.75809353626039,103.27076338709387,104.7718476884314,108.16490521112235,102.51442846167716,103.2669015372619,104.49140245572701,104.0545903268018,107.28187043714057,110.90689627480053,111.62869352180928,105.66823038197117,107.41445234624763,108.46801264013803
Índice de volumen físico base 2018=100|Oaxaca,92.66630917826262,94.77356027716527,92.89708766436895,94.97657764957799,93.71993472771396,93.44565237326562,93.8283836923437,98.6686922019982,97.69931557671558,93.50801863973184,92.87186406463022,98.18400388935689,96.62534213948186,95.68697262076896,97.25504723691995,95.94087951035795,97.6013214870077,98.82898787455409,96.59796337363893,96.9324160780952,97.40655902720992,100.4387444809637,99.86716990330035,96.23539979497595,96.52901683884578,100.15295719213204,98.84710472641333,98.26758275452146,98.23394984802115,98.6988494217323,97.88238237340929,96.11283193245904,98.46639963487672,98.27172721438758,97.73200339390544,98.94227363713995,103.87537601198542,96.49489557357671,101.48026387586799,101.40882482456269,99.77084840756736,100.19820227464254,101.76475719052087,96.218341862447,97.78969419602203,103.61341031642304,98.99154952648394,98.59093108299663,99.84655089135323,95.78190255798373,101.83822015763668,100.06035955427824,99.05936144129545,98.81006135781021,99.22682742329954,99.1849609277985,98.86765125706992,100.52799167355192,98.52202315396735,105.42988120269152,99.69782146531092,99.30588869486307,100.83688682182017,100.51275755876847,101.73879080729884,100.98568800589614,101.62136573835538,101.12577418303366,101.07907879065448,101.21465052757972,102.34916003206709,104.71504799729716,104.2941443847423,105.64862236699129,103.53210401468213,103.78611747136885,104.25174369527446,101.53211404529105,103.9290525720449,102.08485157953291,106.41091104937026,102.73058330866797,102.5153393989563,103.48923231155977,102.56798112321246,102.8037564422958,107.18336947745615,107.29480264710418,102.68586878275414,104.18503568098814,104.96247742251714,101.95401828901221,108.50281704463055,103.52988102831434,103.47067287732288,105.22841766682139,104.66223878731904,104.36434730982,101.14698921301604,97.02287569692469,85.39341432392185,90.21097290832468,99.08493245497037,94.5210930779542,93.44356303554682,97.27845210673003,105.4884175279001,97.19790970978953,100.03522065558039,101.38343481731506,99.9882597814732,100,95.37133444128081,98.52524177179038,92.98968451707404,95.61727331626848,96.9482881065356,95.62875357671507,95.62588351160343,93.33211006771653,82.50042047105411,90.70268268847768,100.05350818565337,87.91626526938533,88.84507107574944,91.64718035322544,98.90063184745307,102.0192609167031,99.96484115557087,102.01736921379438,100.45994638207809,100.29491130657568,100.72552578338035,104.28873351666721,104.84232937168802,109.93607033178291,114.76506317396162,104.56553144417762,106.35571107337938,108.45804909852494,114.131596537963,116.63857495918839,119.5510215138879,117.57232353908016,115.3850857485757,116.77373100367979,116.97337913752988,116.57229829180945,125.78289512644587,127.28839355831558,122.99793568176595,121.17759670912764,123.2145289921903,123.16038066458421
Índice de volumen físico base 2018=100|Puebla,65.45541192585411,68.73213606646877,66.65835261527724,66.36525934453628,67.09377399616145,66.9486335358667,66.80278998803412,68.62938280767005,70.29240569866711,69.38010806876626,66.52992736814382,69.46089425316858,69.43396552503447,68.70795598581182,68.69669545556103,73.2576748711646,71.95137590282877,74.05508899821885,70.9771851633628,71.30191540985147,71.99020880694331,73.77607089917389,75.94676441217874,75.34563591478349,76.78334221703349,74.8614176556763,75.02282374204536,75.4629533607924,75.13713027496567,79.22589120425019,79.08738254826048,80.12844470719892,77.18151073960793,77.81680134249211,78.39471218366882,76.70664584039095,78.78261012033909,78.82061777304476,78.40446665221049,77.74462798036501,78.1032912445916,78.17858509649632,70.81455336672816,70.54888215030192,72.81805469155434,77.40796763072466,70.68171775851503,71.39383006952814,72.89736445982726,74.84065083401237,78.34203921391175,79.31326636042202,82.41229293613213,76.59134502396205,77.49865213611538,78.72706233611957,79.8453474880199,81.76632649934824,85.20922645249497,85.29640627673223,80.80583699368407,82.27363347995437,83.02932667914884,85.19041225355028,86.92336310423107,89.57642274330586,89.87326292743121,86.05688767889067,87.23006603369573,87.89086525712962,85.8661385765991,88.07851098858744,85.96291215276449,86.51386532445996,86.97232478259326,86.63585390598367,86.60535676060275,85.17891705525335,89.03614100814067,87.31109594648393,90.7644155999334,87.10752903169701,87.17538466995931,88.07264240245284,88.79449313558969,90.51130449914973,89.59199017968096,91.63660528804985,89.6528988173697,89.63259593814014,90.13359827561756,88.96034488124936,93.08793150383055,91.23608099874363,94.78882865724832,91.02413819253997,91.09478579460786,92.01829651026796,95.7743021100684,98.30454482319249,97.74883695491164,100.99103833331083,97.03942346663045,97.27589462939086,98.20468055537084,96.07688040069074,103.61895732716042,101.06495032468108,99.23921194746781,99.84791886392559,100.25359601751074,100,100.63883518650228,102.27219966791145,100.6535142322684,100.02645285453391,101.45551742720687,101.18818302889403,100.897750485304,100.35990023316097,72.10201375091887,93.39842819194558,96.63640033799891,86.23095699203994,88.62011405867516,90.6241856285061,92.91746447774126,94.68310836193542,93.37887262538538,93.82762628018504,93.80028641983834,93.65981515502068,93.70176793631177,92.4882481471276,96.56965959397216,100.03034619712193,99.76560046709272,94.52895387054988,96.36275131274057,97.21346360132861,95.86155616802975,100.86609761302387,101.07299806068426,102.88514382929814,98.36382689052682,99.26688394724597,100.17144891775902,99.05241270286169,106.75429867042045,106.29561703104248,103.68564068532402,102.90335568664106,104.0341094681082,103.94699227241217
Índice de volumen físico base 2018=100|Querétaro,57.66718566175523,57.199984230339176,60.11654006141461,58.59215867018448,57.4335849460472,58.32790331783634,58.39396715592338,59.59759424330057,60.69939591403287,64.95634808620667,63.403149118405686,60.14849507866672,61.751112747846705,62.16412184048645,62.11206239141933,64.51455933245666,66.8530988939374,67.02361229162217,63.313310861938,64.4932402059378,65.12583322735888,66.6292797615608,69.68104021458325,70.8486473072883,69.10449645913259,68.15515998807201,69.05298909447744,69.06586593564123,70.72672336235412,72.83174774334837,76.39075944574473,72.3452257452381,71.77923555285125,73.31641018381575,73.07361407417133,71.61995945068237,73.16588821728976,73.73348396797859,73.97562724792945,72.39292383398606,72.83977721198357,73.12373972097005,67.05175596744877,67.29367231690031,71.87651674047586,74.46813843451665,67.17271414217454,68.7406483416083,70.17252086483539,71.22431137993361,74.40592223892494,79.97290535978104,81.5135140967441,72.81511680942927,75.20104632621319,76.77916326884593,78.24655310237078,80.31259711733844,85.87425069091371,88.34357195561307,79.2795751098546,81.47780030354099,83.194243216559,85.18820209807707,85.38253980868919,88.6194249714089,85.41568245404852,85.28537095338312,86.39672229272504,86.1514623330559,83.02574532277781,86.97153042203637,86.16646749822462,85.71767571289237,84.99863787240709,85.38791441434627,85.47035473898279,84.15519973908067,87.70430923690736,90.24096003628527,92.79144445936724,85.92975448799402,87.36682300409112,88.72297836791013,90.05714936786569,93.3635137110135,95.88717459536468,96.35498861583461,91.71033153943961,93.1026125580813,93.91570657251962,91.90258881669675,93.77326105605769,94.14785531329706,97.21818511695896,92.83792493637722,93.2745683953505,94.26047257575262,95.224775304769,95.45038526606527,96.65708352542143,99.93050416511683,95.33758028541713,95.77741469875188,96.81568706534314,98.42614347581704,100.07487646451723,100.7712370371745,100.72774302249125,99.25050997016713,99.7574189925029,100,98.64001027817905,99.47574581971197,100.41786487564144,99.78759583456424,99.05787804894551,99.51120699117749,99.58030420202418,96.75165988586052,78.16360032789461,91.59101169077444,96.31035506910372,87.45763010687756,88.83542396817653,90.70415674340833,93.36935759756179,94.06439532241093,95.84406127402838,94.26732769613494,93.71687645998637,94.42593806466704,94.386285472534,92.0185765338325,96.48043563698579,97.30121327598873,98.49053191831527,94.24950608540914,95.26674181560233,96.07268934128057,96.11303330339781,98.07689175111727,102.34170789545998,103.3869571334697,97.09496252725755,98.8438776499917,99.97964752086119,98.52220910455823,103.02066702092236,104.57807918828863,102.6367193465043,100.77143806274029,102.04031843792308,102.18941866506836
Índice de volumen físico base 2018=100|Quintana Roo,51.20153069725454,51.904388417502055,51.80616564882284,51.649618141565135,51.552959557378294,51.63736158785981,51.640425726286146,55.5037635118496,56.35964628422825,55.202046913066596,57.13983760704906,55.93170489803892,55.68848556971481,56.05132357904837,60.34021517949974,60.25097232614386,57.54203790633596,54.525398987857365,60.295593752821794,59.377741803993175,58.164656099959224,60.20030496180835,62.47878441502183,62.101167055923014,62.78810349197743,61.339544688415096,61.59341881091773,61.892089981182664,67.07758024040515,68.59587416675886,64.74772986978088,67.32100958353212,67.836727203582,66.8070614256483,66.93554846511927,72.0130288562577,72.55569760464908,68.22271098323091,67.59738780495186,72.2843632304534,70.9304791480459,70.09720631227239,67.43775353926804,60.388363172839476,63.26009509623639,65.10449864667832,63.91305835605377,63.69540393611464,64.04767761375555,67.97905857866044,67.62412336148567,65.85640693258966,68.36591137221677,67.80159097007306,67.15319629091192,67.45637506123813,70.7268958497842,70.25333847118752,70.78596853799472,72.60248261562707,70.49011716048587,70.58873428632214,71.09217136864837,75.10970118856223,73.76226259565587,72.79778809397389,75.70367685131335,74.43598189210906,73.88991729273066,74.34335718237634,78.69828216421207,75.10357015688196,75.12894808230074,78.33280699958486,76.900926160547,76.31026680113158,76.8159018507449,80.15586153400078,78.54288094239207,78.93392664046898,81.16305655734233,79.34937123819643,79.21088970562062,79.69893141855104,83.84758066792199,85.10581706226489,83.1474388266933,85.35382304877325,84.47669886509345,84.03361218562672,84.36366490141336,87.69374784371942,88.93506095549165,91.28178342683633,91.24541231623641,88.31440439960552,89.30353074201578,89.78900113557094,94.04058942034197,94.50462841203834,94.86077014284872,94.35457606703086,94.27260891619017,94.46866265840968,94.44014101056499,100.91053545469136,101.57409652576482,100.20075327451256,97.31461474503126,101.24231599022808,100.89512841832291,100,100.87226692026408,100.718654449672,98.0218801599549,100.17864441434008,100.79546068496805,99.870933843297,99.94786148605777,101.20842031183508,63.11243751926848,71.4597583968523,78.31056081276233,82.16042891555178,78.59353874265194,78.52279426017955,80.18282641721082,89.27335486444996,92.0557627961637,91.97407394985969,84.72809064083039,87.1706480259415,88.37150450692104,87.82408956231563,93.76177912495372,96.28117367227011,99.12197942338713,90.79293434363467,92.62234745317983,94.24725544573165,87.62900545607224,101.570095134683,119.33427287253333,123.51539426572053,94.59955029537763,102.84445782109619,108.01219193225226,101.52644871189922,107.83746457296057,103.00485820617871,102.50607623903593,104.6819566424299,104.12292383034618,103.7187119325186
Índice de volumen físico base 2018=100|San Luis Potosí,55.63253737769753,56.40209899489055,58.22045687411117,58.59807684280636,56.01731818629404,56.751697748899744,57.2132925223764,60.06039274300329,62.75831447697938,63.54970471863961,65.5314945992414,61.409353609991335,62.12280397954076,62.97497663446592,64.36761171507356,64.99812731158721,65.7422505308224,66.76485362253204,64.68286951333039,65.03599651916106,65.4682107950038,66.0192165724051,67.76105884726073,68.03212050966734,67.52669272483016,66.89013770983291,67.27079864311105,67.33477216354083,67.04176179940025,67.93094588219601,68.35192491755203,70.33534261975441,67.48635384079813,67.77487753304942,68.41499380472567,69.8955288691108,71.82360191967638,71.50695252546596,69.99055053374069,70.85956539439358,71.07536110475104,70.80415846199845,65.38170140221214,65.60099572527498,66.36871897329964,69.47685055901385,65.49134856374357,65.78380536692893,66.70706666495015,67.48224315701127,71.05727388789258,71.2743330702152,73.22525921930507,69.26975852245192,69.93795003837302,70.75977733360604,71.76015901531416,74.36981948063564,75.30676427771658,77.22716142967847,73.06498924797489,73.81224759122212,74.6659760508362,76.90103672459698,78.58381755822171,78.44047696567671,80.55297108935807,77.74242714140934,77.97511041616514,78.61957558446338,78.83607442678134,82.83694462004968,80.05593943575138,82.06586146612284,80.83650952341551,80.57631949419414,80.94870498717631,79.21502410154983,83.45908287434726,82.31301992991642,85.63676457014148,81.33705348794854,81.66237563527116,82.65597286898874,82.28028767768299,84.54943362861145,88.4226473169503,89.45419536888963,83.41486065314723,85.08412287441492,86.17664099803359,84.7923895634682,91.48960334882918,91.04761260424725,95.38798277010252,88.14099645614868,89.10986850551488,90.67939707166178,93.30613967269625,96.07801846710198,96.84430661116367,100.74110557590626,94.69207906989911,95.40948825032063,96.74239258171704,97.52689000892425,102.36502893338795,97.94798875327646,102.1600923044113,99.94595947115612,99.27996923186288,100,94.77724052260827,97.25320234334743,95.22111357309483,96.19161705481984,96.01522143297785,95.75051881301685,95.8607933734676,94.01799506117648,75.73684993976596,94.15008943700202,95.77594889694751,84.87742250047121,87.96831147931482,89.92022083372298,91.28609684578632,95.90683294896203,90.73449099959629,92.98800487063133,93.59646489737418,92.64247359811488,92.72885641624397,91.93034162694676,97.30240707763609,95.16584646929273,98.3135302650775,94.61637435229143,94.79953172462518,95.67803135973827,99.49747292798477,103.03855097319968,105.86878377173062,103.58223705018553,101.26801195059222,102.80160255763838,102.99676118077514,100.97367756360815,105.1815140646518,104.40248848247784,103.14571701098372,103.07759581412996,103.51922670357926,103.42584928043037
Índice de volumen físico base 2018=100|Sinaloa,71.09616901552154,69.16233510532393,64.71316747915068,72.22907712022769,70.12925206042273,68.32389053333205,69.30018718005596,75.18575239055136,73.65559538448468,69.74425391125858,78.12011221593494,74.42067388751802,72.86186722876486,74.17642847555739,75.44744083036352,73.9811239428721,68.14127948721209,76.72117315491515,74.71428238661781,72.52328142014923,73.57275435384071,77.95305141440825,75.6527751799797,71.85752813878659,81.68656502371134,76.80291329719398,75.15445157772486,76.78747993922147,78.22340045665513,80.07180997691486,78.35604973534191,86.80831519157844,79.147605216785,78.8837533896373,80.8648938401226,82.99312826851225,85.69982123345406,82.10170929226953,87.48122184841853,84.34647475098316,83.59821959807863,84.56897016066361,80.07434993984825,80.41043510800273,77.69701767667927,90.17822730233031,80.24239252392549,79.3939342415101,82.09000750671514,80.96427913698143,84.60459190008883,81.81093309303996,85.86023366614234,82.78443551853513,82.45993471003675,83.31000944906314,79.0040628102733,79.84752361378382,90.49665575534792,92.76511759073617,79.42579321202857,83.11608072646834,85.5283399425353,88.30057381792479,86.02462374975524,86.08037574372943,92.8940198347347,87.16259878384001,86.80185777046981,88.32489828653604,87.9872361268137,88.17364575615949,82.62733196158042,94.21280051277739,88.0804409414866,86.26273794818454,88.25025358933276,84.46020866269885,86.90118925150576,86.61497404665215,95.05666251167125,85.68069895710228,85.99212398695224,88.25825861813199,90.51791077321467,89.08553285143344,89.56417721533802,98.3894087586576,89.80172181232405,89.72254027999537,91.88925739966093,95.42737567340785,95.86507189221686,90.86999034487714,102.55226663985293,95.64622378281236,94.0541459701673,96.17867613758871,95.07608454733617,99.32023211548304,93.60419409940654,105.40204969767879,97.1981583314096,96.00017025407524,98.35064011497612,100.46641133182351,100.97923661980761,93.85112345745304,104.70322859091583,100.72282397581556,98.43225713636139,100,100.89619560145833,98.23888190889588,91.83328897011344,104.78193108747391,99.5675387551771,96.98945549348922,98.9375743919854,98.64030078585975,82.10800638609079,86.12316076239975,101.06822501381846,90.37415358597526,88.95715597811676,91.9849232370422,95.48743676383401,94.73129710618268,89.89364780703059,104.0812756065552,95.10936693500835,93.3707938923491,96.04841432090062,94.28590439253452,95.65096158124551,92.84702990282517,107.91564509815773,94.96843298689002,94.26129862553508,97.67488524369072,98.069980940523,97.59822219301637,94.44603411279373,101.52333977911636,97.83410156676968,96.70474574877768,97.90939425636236,100.10288532626974,95.93705217505615,94.83617103441783,97.56538628880266,98.01996875066294,96.95870284524788,97.11037370613657
Índice de volumen físico base 2018=100|Sonora,61.17029318146555,67.00995775936109,65.62147805033301,63.97453750114429,64.09012547041333,64.60057633038655,64.444066623076,64.21298173762395,68.74069141299984,68.71509014070868,67.54694838774678,66.4768365753119,67.22292109711083,67.30392791976982,66.07032813770807,70.8438190174411,71.12429205033422,74.0852292903403,68.45707357757459,69.3461464018278,70.53091712395593,74.84524447048607,74.59371604278215,76.26634792095763,78.19981589724576,74.71948025663411,75.23510281140861,75.9762810828679,76.39928049480942,80.30428006761387,77.00363662381925,75.07426075621893,78.35178028121165,77.90239906208085,77.19536448561537,73.67735622599031,82.84815780777815,78.50864397082618,76.88590498565586,78.26275701688424,78.34471933486488,77.98001574756262,66.7272041712495,76.0806854986308,73.44994916110869,73.10563675469429,71.40394483494015,72.08594627699632,72.3408688964208,71.20251606312297,78.55219201134719,75.07831446631083,75.91290624201281,74.87735403723508,74.94434084692699,75.18648219569846,75.5194251168396,83.97691880802638,83.8220136704226,85.39327573292557,79.748171962433,81.10611919842954,82.17790833205353,83.83548120691101,90.83020432573682,84.78875020872475,86.81048814898377,87.33284276632392,86.48481191379086,86.56623097258908,85.88226493945041,95.91106440624836,88.82844152875147,90.46921261337266,90.8966646728494,90.20725695815008,90.27274587195573,87.77689862632668,95.54767408915966,90.70195233859117,93.53700595907642,91.66228635774317,91.34217501802583,91.89088275328848,91.67765448282962,99.26309191516171,96.05894348832766,99.80503604719868,95.47037319899566,95.66656329543967,96.70118148337943,99.45961970350653,104.59722347744776,99.15533514533958,100.95791435183659,102.02842159047714,101.07072610876462,101.04252316953261,98.30842973820945,104.73072814355879,97.41355027075369,100.6960979878895,101.51957894088413,100.15090271750731,100.28720153510287,97.7478521048346,103.7878044698395,97.54027025249425,100.92407317283158,100.76782828733705,99.69197560905614,100,98.9974680140038,103.76598043033871,98.82627374472048,98.89698524344158,101.38172422217127,100.52990739635435,100.12167685812614,100.25082516359092,87.11274782159704,91.45177239203281,97.2298631692779,93.68178649259397,92.93844845907358,94.01130213662466,94.42643839961761,100.79123372636222,95.10973225383914,98.63052687613735,97.60883606298992,96.77580145993969,97.2394828139891,98.95123746613649,102.2069975711602,98.38726916382197,102.36913813174394,100.57911751864835,99.84850140037288,100.47866058321566,101.68214547927299,106.70859814691428,105.14512458849516,105.91196625843902,104.19537181309362,104.5119560715608,104.86195861828034,103.55530405474616,109.13036699610458,105.04023967045313,105.55222355530414,106.34283552542539,105.90863690710128,105.81953356915201
