Año,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020
Periodo,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual
          Morelos,84.2631417583434,85.17579314308,86.5885913314011,91.1073387475604,86.7837162450962,89.6203108829511,84.1566402297642,85.04440760388,92.0011418123271,87.7056251322306,91.0501754844025,93.0974012383124,96.5507721056949,95.4793214037797,94.0444175580474,90.3509630233636,90.8224522882911,92.3306063530325,95.8615350646465,92.3413891823334,87.2202612285937,89.7296728209464,95.2299199508503,99.7060445184879,92.9714746297196,93.8921051205428,93.6276996157588,92.1295467844025,92.9989827801113,93.1620835752038,90.9571342288934,84.5559448064813,92.5922154772646,101.634809496327,92.4350260022417,93.0425772807276,96.7579074646343,93.2860114446107,101.228381240957,96.0787193577324,93.9015077351796,97.2338826425048,93.8922381280902,98.6143556961865,95.9104960504903,94.6813283766523,95.4617109348151,95.6436561953064,100.138867234881,96.4813906854137,98.1485698977311,99.2372697773279,98.6870005358872,103.927159789054,100,98.8149461665922,101.621627285384,98.1487637883851,109.181381162157,101.941679600629,103.229889567518,102.688753699124,100.35549993383,105.467721330048,102.93546613263,101.828896877735,105.234671375468,106.612432054206,113.307351239928,106.745837886834,115.183584282088,109.832220391128,105.182364058182,116.170485003786,111.592163433796,107.991018262852,109.90745743301,108.323509236721,116.028060913469,110.562511461513,109.393305620973,110.319764477942,105.173476109429,108.094578244231,108.245281113144,105.597537635134,,,,
          Nayarit,73.6939391528715,73.311146711186,71.5474170202528,75.2120940613467,73.4411492364142,84.7960281969955,85.2636964080379,78.6785984433085,86.614558244243,83.8382203231462,89.6721469074182,86.6466242473038,82.5489659816464,89.5721307598722,87.1099669740601,89.9830066043955,90.6844159695806,84.9386934864271,90.1517003160504,88.9394540941134,87.3888945910355,86.3034221376134,87.6855413155858,92.4869362351076,88.4661985698356,94.6848201989998,95.3431155346854,92.8447408167236,96.5359774619233,94.852163503083,92.8478943068306,89.518005122437,84.4729363958029,92.2879687680438,89.7817011482786,93.6277609132507,94.6209209947111,91.7404282163111,97.4634838254675,94.3631484874351,96.972923930487,98.1221513502364,93.6475131317852,99.9735280376755,97.179029112546,94.3304451037983,98.075897021795,94.4322125652703,102.248338276424,97.271723241822,102.216257820906,101.735361195295,97.5099947639312,98.5383862198675,100,102.125393519295,104.277379934872,102.938489949852,111.34542153065,105.171671233667,112.645772413467,112.543421097537,105.141597893422,109.950180026621,110.070242857761,111.936181048074,121.129828071362,112.243129174727,115.855269555217,115.291101962345,115.2691463232,119.589979148955,113.530073433258,118.668910350155,116.764527313892,115.51115991338,116.920113802602,114.26707786944,118.410500760838,116.277213086565,118.722535343423,118.082831451322,110.037867312316,116.205590402245,115.762206127326,115.0860638618,,,,
          Nuevo León,70.8809087878034,72.2094604407169,70.9383530013282,71.7983373979896,71.4567649069595,73.6177865915567,76.6150414879639,74.997327977398,76.935759621637,75.5414789196389,75.6355332226827,80.4481991118196,79.0941733412698,79.6448042059256,78.7056774704244,80.4765231980853,84.9905199933,84.7665915105295,86.419878753698,84.1633783639032,86.1152602602967,89.5853284618714,89.1671269529123,92.3364150814552,89.3010326891339,88.9692242464201,93.0355938848456,90.6174408404384,90.1748495744922,90.6992771365491,81.1749288370297,82.5137159547259,86.0263025715043,89.0320285376833,84.6867439752358,86.6816076309101,90.0574482020211,91.9410383418264,95.8298990678178,91.1274983106438,89.8823630293689,93.5988051452641,96.5529962024085,100.34356737478,95.0944329379552,96.1784676100413,98.4790373425095,99.3097577749846,102.05686939315,99.0060330301712,97.0973856813482,101.156842480072,99.839833790866,101.905938047714,100,97.781489744691,103.225123700608,103.384200424975,108.469196343615,103.215002553472,104.379404003822,109.218228746619,111.076806858027,111.977162554946,109.162900540853,108.847547365388,111.093897601803,111.638495956803,115.583984311232,111.790981308807,114.21530850387,115.188981254846,115.919459234909,119.227085122837,116.137708529116,116.18476514028,120.15821338792,120.730186466892,124.304486478105,120.344412868299,120.980638627736,122.252558659306,122.479780663197,122.694439766585,122.101854429206,119.505431243392,,,,
          Oaxaca,80.0703368655612,83.6186466171749,80.6944472093869,86.2898522675612,82.6683207399211,85.5092206945592,87.4895931335566,84.3068848297062,86.0645295260292,85.8425570459628,87.4179419643309,85.9573720044641,85.9600440103839,88.7922335159108,87.0318978737724,89.8674154885105,89.9116051686379,86.2229943265385,89.2067616772822,88.8021941652423,88.6318463416576,89.6349461104071,88.3171289982366,91.5440782860233,89.5319999340812,92.1986252990552,93.6467127437358,89.0833173725771,94.3080668990888,92.3091805786142,93.0801556692677,89.9939237279117,87.9886873243425,94.7149856859867,91.4444381018772,90.0034219502624,92.8164153720219,91.5441929414699,97.2437921184808,92.9019555955587,93.074232165701,95.1606872823885,93.1866186137859,101.373655825586,95.6987984718653,95.1025113952417,97.1969051865088,96.1554232385772,102.037339830732,97.6230449127648,97.7429310571593,99.9955572180879,99.0258206532021,103.235691071551,100,99.4372544590889,103.719275096287,99.5264171976859,105.01207794044,101.923756173375,102.36512413881,107.030661718145,106.822757203996,108.377703359056,106.149061605002,101.479318316789,106.933014388543,102.665543462083,106.948426898795,104.506575766552,102.054716773356,102.235212701754,97.9692110348219,105.891272392186,102.03760322553,104.661923468318,107.489600383189,102.312539045478,109.851929440349,106.078998084334,104.118367273661,104.365440799528,100.001529681445,102.008955300967,102.6235732639,101.93705065864,,,,
          Puebla,74.6596102525679,78.0332284727775,75.9002619373988,76.3869836484826,76.2450210778067,78.2442974900979,79.8427165480269,78.5995962880608,75.9973235125661,78.1709834596879,79.0303379464852,83.4594318274033,81.9218968247887,85.4286051433532,82.4600679355076,83.7000741465963,86.4091330664223,85.2599925112256,89.1244142125687,86.1234034842032,86.0481330998311,89.9432969275183,89.7567256415241,93.0869756196445,89.7087828221295,88.4147621524481,90.6337692413844,90.6397855540704,91.5739397314938,90.3155641698492,81.380998782192,80.8829162703396,82.1325989396013,88.8327428975314,83.3073142224161,85.7253900583846,89.8808781818283,91.0295853945026,95.3954799713285,90.507833401511,91.7488981785613,93.0436398875004,96.7417115458965,98.5115945520905,95.0114610410122,97.7801126948937,99.5649893787208,102.395152035795,104.087927480552,100.95704539749,97.7969099252676,101.533739596608,98.65367600221,102.015674475915,100,97.8537551133405,101.571105108553,101.300858029296,104.62357036166,101.337322153212,102.118380310585,104.370096239334,102.779155257764,107.177102646706,104.111183613597,103.050273872993,107.863487445886,105.253839721596,111.604835959444,106.94310924998,110.443506950342,113.19707088807,112.82653532926,117.320354787151,113.446866988706,112.260614250483,120.089771591491,116.394349643513,116.306825043437,116.262890132231,117.78084942195,117.711503424926,114.241669373201,111.193575391049,115.231899402781,112.210038859165,,,,
          Querétaro,64.6190671642129,65.8644403448634,67.0895971460533,67.5688003591917,66.2854762535803,67.3567935792626,70.5369864618006,73.0855916177233,73.9263698390909,71.2264353744694,72.516304081668,76.0641410684925,76.6065903949714,78.9617141757513,76.0371874302208,78.2407706105178,80.9618728608415,81.0699129897875,82.7981541644291,80.767677656394,83.7215349618587,84.403458552156,85.4254567874997,85.9880132244625,84.8846158814942,84.7192991509216,88.3614786666801,87.2880837985738,87.5778158382682,86.9866693636109,82.1271264227945,82.9987519048721,85.0452930507639,87.7289244045695,84.47502394575,85.546733110694,89.0271053619241,91.1686361405415,93.5230167868552,89.8163728500037,91.6103508437953,94.3610846356804,98.2894520036396,101.833043059373,96.5234826356221,98.8063576638101,99.2667443622901,100.019112664955,99.7885241535003,99.4701847111389,97.4235817469006,99.3974731225386,101.482268762516,101.696676368044,100,100.570909320386,104.857493663847,108.563263852077,114.355151452714,107.086704572256,110.480143779071,112.461659928466,114.147057927293,115.949324136605,113.259546442858,113.699214738449,117.748383678678,118.223141286888,122.779258837952,118.112499635492,123.507627086843,122.158546585877,122.665238503153,125.571701285785,123.475778365415,124.717132439181,126.816555263301,128.753627297055,128.023562834725,127.077719458566,129.108010980972,126.549765536837,127.755061777019,126.809819764438,127.555664514816,123.926241990161,,,,
          Quintana Roo,63.971317467214,65.2296965919113,63.638322139674,63.2645607891673,64.0259742469917,68.737636237096,71.0196402681015,68.0548451429725,70.8574565879022,69.6673945590181,76.2260694645434,76.7024365479738,71.3458376436344,66.3630711464508,72.6593537006506,74.6001859649424,78.4336861716796,77.2863280599469,79.2859761585199,77.4015440887722,85.7849292975748,88.5231136032846,82.0769022357596,86.1414414173003,85.6315966384798,92.5001658209203,94.3070240801053,86.9366951364963,86.7411796852179,90.1212661806849,88.0137785398403,78.2544996045206,79.9456376267606,83.4696651036036,82.4208952186813,87.8541237479195,87.8466585530501,83.7521478337242,87.0584001149951,86.6278325624222,92.36894053945,91.0496031177747,89.90761458818,92.5484103396665,91.4686421462678,98.0888365132472,95.1711196067551,93.0560913943035,96.7040084071009,95.7550139803517,101.746980626765,99.5990483316994,96.7351029262929,101.918868115242,100,103.031497920048,102.412795800107,102.677822750814,106.046851710763,103.542242045433,106.050112442875,109.951884075088,106.791519351542,110.603927432155,108.349360825415,110.930057719689,116.627293994735,117.26007914118,119.504502523896,116.080483344875,119.205430042087,121.372371682708,121.97434423244,120.794062134428,120.836552022916,125.136267685914,128.393612327484,127.175856151658,127.292274220744,126.99950259645,130.278098167759,128.912589968548,123.649665192337,124.519935771961,126.840072275151,122.656792715926,,,,
          San Luis Potosí,70.5380376641654,72.3219401523851,74.2728270329215,74.2382120770293,72.8427542316253,73.3490473014981,77.8154965255548,77.1697340514647,80.1648321094258,77.1247774969859,77.7134140223394,80.1930854959248,80.1172478614368,83.1756358843407,80.2998458160104,81.2687467830146,85.2222179942829,84.0853158600285,85.44504284551,84.005330870709,83.2330604734754,86.0184849153356,85.1468330629691,88.9840991880153,85.8456194099489,85.870818809806,89.8894172290196,87.948316724257,87.0898870697666,87.6996099582123,80.9014864572172,82.4648869637604,82.4593215583826,86.5535148685084,83.0948024619671,82.899242253214,88.0136293519071,87.8739012687356,91.1973911363544,87.4960410025528,88.28493782739,91.7507810004643,92.6192836055918,96.1465599520699,92.200390596379,93.6451893587976,96.8608707415922,95.7049227697251,100.014895430329,96.5564695751111,96.1938491830448,101.867218278017,99.1734974410537,102.765435097884,100,99.0996070043204,103.606626414411,101.907667173635,106.844332474233,102.86455826665,102.00690299293,105.812696083696,109.047007491818,111.016651197894,106.970814441584,105.119277423842,112.682243355032,110.962612782721,115.625558544013,111.097423026402,111.26562982135,115.26384016079,114.211786109529,120.034282994981,115.193884771662,118.49497171801,122.445291091574,118.735572569623,121.122033347432,120.19946718166,118.920379764782,121.270797866495,118.390982587219,118.109217248532,119.172844366757,116.053458348422,,,,
          Sinaloa,83.2637614589678,80.3501902301497,74.2110638366462,83.3353939443115,80.2901023675188,87.4605093522505,85.3923294463003,78.9686336675067,88.9877754831316,85.2023119872973,87.0782647586118,86.098877423596,78.9506195714953,89.9384275080181,85.5165473154303,90.8849867064082,87.1997346899924,81.1879065099002,93.8600562662542,88.2831710431387,90.7499338190124,90.5250368043067,85.9963666601513,98.6370748189139,91.4771030255961,94.210237334347,95.8185151383472,89.4728814295782,99.2871714726119,94.6972013437211,89.9832341864854,89.7301864409712,83.5484509697748,99.5859202746928,90.711947967981,91.7358819202281,96.0547421555839,89.4347582259042,97.1028236206048,93.5820514805802,90.394501110719,90.3880638840603,98.6160844606603,102.241827060764,95.4101191290509,99.2596644148337,96.5390639964717,94.6452110342184,104.879674454484,98.8309034750019,101.247709657973,99.2997126853397,92.3615582723894,107.091019384298,100,98.4334992071788,99.8567968950916,98.2299591250815,110.639994713599,101.790062485238,104.713881617877,104.52795683986,103.367305616654,117.024144395831,107.408322117556,113.00664080625,113.959075466602,104.546534662208,119.180874621452,112.673281389128,111.969793810893,115.565916540745,107.823154222245,120.780884152366,114.034937181562,116.931711783161,118.683372972411,107.848683197661,124.070412244095,116.883545049332,120.753751819201,116.194074805302,109.273841484891,125.810379632296,118.008011935422,119.9446859815,,,,
          Sonora,68.2332780837005,74.610251597313,72.7688170776075,70.9034282927989,71.628943762855,72.030298406411,76.7306723300986,76.7408928535037,75.8679310976937,75.3424486719268,75.1510920291555,79.4656572033653,79.84569594735,82.8950464432693,79.339372905785,83.2568068833141,83.1346329001076,83.9544719899978,86.4065809223646,84.188123173946,85.0557732386487,88.5735758447923,84.8908414568079,82.7566808023733,85.3192178356556,81.868239029605,90.4327136864759,85.2866770336231,84.7237766668342,85.5778516041345,74.5679131880592,83.7906095903623,81.1833423315188,82.1212084216892,80.4157683829074,80.113759950812,89.0141694865759,83.722422310668,85.3731757759649,84.5558818810052,85.3958236627365,94.8923238099661,93.4282019704438,95.8667871835259,92.3957841566681,94.0370915736224,102.254212398305,95.0549377766484,97.3747441966927,97.1802464863171,95.6158361096952,105.775276072668,97.7810255935827,100.827862224054,100,99.105159228739,107.139600303459,99.5798388471188,104.036963881868,102.465390565296,103.569147198725,111.413715656035,105.068915071405,110.745746957,107.699381220791,109.425800086278,117.99923453111,112.144679408789,114.224208765717,113.448480697973,111.038843133461,118.63264692049,109.286854804357,112.516294573503,112.868659857953,111.563956159374,120.603446559304,110.043144403191,113.503655830607,113.928550738119,112.549222213667,118.081535903585,112.045628649289,110.305501643337,113.24547210247,114.883161338876,,,,
          Tabasco,67.4215455146258,66.9534539182177,67.1998400280309,69.2866538334691,67.7153733235859,69.6973568943625,69.5532409815724,71.1133467660397,72.3117090470964,70.6689134222677,71.5260507287821,76.1820249361921,76.7410349233219,79.783751386273,76.0582154936423,78.3580903407322,79.3481073367861,81.2871216331651,82.745795296102,80.4347786516964,80.8785040430033,82.4009897095571,81.6966161643962,83.0990222436116,82.018783040142,83.8174155105871,85.7934370695535,84.9438587095509,88.7824426370646,85.834288481689,87.0834392248736,90.8438719953717,89.4189814064519,90.9766140938104,89.5807266801269,93.8880445830494,96.2964563156849,93.7652619662851,95.3747887312624,94.8311378990705,96.4556868198917,98.4917772621729,99.4003606983214,102.850965422482,99.299697550717,102.001094656796,102.195546942594,100.541852288479,102.757959594737,101.874113370652,99.6631830608287,96.8037196836167,98.8782530319307,104.654844223624,100,101.062506221962,101.394700914986,103.382791813726,102.227538527725,102.0168843696,101.74503288695,101.558335628228,100.785202302421,102.113499325249,101.550517535712,101.985292971373,96.9136748199246,93.3200246417366,94.0947837785247,96.5784440528898,94.1410585889091,93.8606715608825,90.9696994174543,89.0649969689313,92.0091066340443,89.292349489053,86.3266070187286,84.1071978606047,78.9189363074575,84.6612726689609,80.8752370151298,77.0175958784843,80.9556297787899,81.1753119181621,80.0059436476415,88.277810370374,,,,
          Tamaulipas,84.0919505738694,82.9119687395789,80.8584718123289,83.1098668298622,82.7430644889098,86.3211070367913,85.5432305226181,86.0478454244563,88.7292941069939,86.6603692727149,90.2105443245443,92.9403973558169,91.5841276904439,94.2022063637329,92.2343189336345,94.0219505217724,93.814883552831,96.6103152024998,95.5781313336267,95.0063201526825,96.9841424964861,97.2442831253529,97.5679859059553,100.399040057515,98.0488628963273,102.864433667141,104.488331609427,101.338356089256,99.8535755292911,102.136174223779,90.9202020841455,90.1944699897679,92.5212245777951,98.0469869393462,92.9207208977637,93.8736610668934,93.2687429796923,94.7245235056983,96.9799906563347,94.7117295521547,95.4230213972208,96.362408917343,96.5797804374211,97.7113548200885,96.5191413930184,100.003307003885,98.8438069506403,97.2099103283448,98.1361474185637,98.5482929253585,99.0767594839728,101.23999603191,99.2947135336512,100.388530950466,100,100.586592642202,100.009982500298,102.337101417463,100.996587435132,100.982565998774,101.499805641556,101.178357332181,105.497199945052,108.1761664289,104.087882336922,106.149724876256,105.106975842435,107.366361168516,104.381388278719,105.751112541481,107.173748215947,105.163372735016,105.692925727594,103.209030505267,105.309769295956,106.880411403901,108.457897119788,108.004722143512,105.850800442953,107.298457777538,110.475889906388,109.346520471497,109.251202960536,107.623266001195,109.174219834904,109.492253350425,,,,
          Tlaxcala,85.8079099767745,90.852558188625,95.4841449172591,107.761499879851,94.9765282406274,109.435532731176,96.3736233564198,94.5471707958727,109.372819746741,102.432286657552,91.4120112700983,84.8900458433802,82.324412587523,103.141315577397,90.4419463195997,82.4893982253447,90.238371155579,87.7799638713647,94.9201815240434,88.856978694083,87.2104131765381,88.8922753258212,88.6175243874174,95.8624873497153,90.145675059873,87.5620449611283,93.2362377457125,95.2466643308729,103.827411635505,94.9680896683047,84.546820171789,100.08613696514,90.8816930792101,97.4797681438313,93.2486045899925,95.5702668257306,101.357508624393,99.871631137411,108.458512162658,101.314479687548,90.9081733622824,94.273707980248,99.9699603877019,107.428811113812,98.145163211011,99.9205547017711,104.561438434845,96.951948034223,108.883277421164,102.579304648001,93.8895727926757,100.852289971559,99.0981383187156,106.15999891705,100,97.3996921564252,100.560617297407,104.379974388465,110.002609648335,103.085723372658,104.823021985848,112.21063022695,112.198126161215,110.928910486517,110.040172215133,108.333954026122,108.061518993435,110.725695796336,114.86955123563,110.497680012881,103.643265539789,108.350191930298,108.203601511842,115.978150772716,109.043802438661,109.547673898582,113.215279138399,108.445257821815,120.66300177909,112.967803159472,111.929029293337,124.876445009174,123.491597917907,119.134528973391,119.857900298452,109.144137299188,,,,
          Veracruz de Ignacio de la Llave,78.3106837218926,78.5318917539922,77.9632971880696,79.3091785038822,78.5287627919591,84.944732892728,82.0692448377361,79.7933763630871,82.8034461557857,82.4027000623342,81.5547930104086,83.06076872213,81.2788436859457,86.3000563345562,83.0486154382601,86.5601512798362,88.9894851970245,85.8453430429137,89.0502734615339,87.6113132453271,94.0062214395128,90.1842137828672,86.8372911221957,90.1942666162005,90.3054982401941,90.3010800610772,92.9976714527961,87.9493004790679,89.3112239536352,90.1398189866441,88.1138138548406,87.1392110826679,86.2990031649168,91.1580166428248,88.1775111863125,91.8189477110255,92.9885802191722,89.1295646892292,93.7044842885122,91.9103942269848,93.9677204807027,94.4492994440671,93.3261914062446,100.574971042697,95.5795455934279,99.893847490008,100.26725547047,97.1440169041645,101.862052312622,99.7917930443162,100.343309537025,101.435535207107,97.920344979236,100.300810276632,100,101.211407897974,100.12646139819,97.3850446271097,100.984305148666,99.9268047679849,100.0228134099,99.7875176556743,101.197913158438,101.238439534576,100.561670939647,102.413942763303,100.292898337228,97.6899227175409,101.43227656268,100.457260095188,101.992655350851,99.6810563896186,96.3743186428408,99.2467214194525,99.3236879506907,102.67820844624,102.639811506595,100.685953841716,100.660859185508,101.666208245015,104.194568566461,102.753181449074,100.493143879174,102.11052223729,102.387854033,105.775717905934,,,,
          Yucatán,71.5566053099688,73.8507062782033,75.9565317095371,78.2567450876012,74.9051470963276,75.9243787127572,78.1271030651865,78.1115661502627,81.132524241832,78.3238930425096,79.3724762298321,82.0983700866952,80.4054659812272,86.052000852758,81.9820782876281,81.8166108907376,85.2750418693092,86.5610771584489,90.1335703826549,85.9465750752876,85.9021782546081,88.1137486637801,88.00089239038,92.4363763304281,88.6132989097991,89.3899582885132,89.5537896494183,88.6827683803617,90.4256649255021,89.5130453109488,85.7686669124423,87.5553581094114,86.8070012875756,90.8898783732097,87.7552261706598,88.7031808497859,89.8692606112843,90.5707566030337,94.4539698965733,90.8992919901693,90.4049792589377,93.340594035185,93.2466821878728,99.1058140568127,94.0245173847021,96.782700002108,98.7135966401785,99.11227199423,103.375308125052,99.4959691903921,96.6317973533231,98.7755137040001,98.9723732539815,105.620315688695,100,100.387545283687,100.980158004473,103.797436456181,109.79495492066,103.74002366625,101.027835584987,107.576098655497,108.149533083242,110.284686652017,106.759538493936,105.308821182162,113.342041566615,112.354009710276,118.519733493852,112.381151488226,114.162877699673,115.987182243225,117.510151196974,120.189429833502,116.962410243343,116.8936255808,120.642872793845,121.32193459325,123.870070216394,120.682125796072,122.662585240918,121.365084763357,122.600166941713,122.983586870197,122.402855954046,122.041064717159,,,,
          Zacatecas,61.3488039779205,65.1444023478364,72.8630625914915,76.8445995048468,69.0502171055238,65.2147053138378,70.9128244920931,73.8526541870237,77.8192398506242,71.9498559608947,66.5220454194766,70.5463544355586,74.953021116723,75.769160689727,71.9476454153713,69.9682413249084,73.8469577097177,80.9312174899684,80.6036916387348,76.3375270408323,72.3437993932448,77.3496512384499,82.287065504921,83.7925930617383,78.9432772995885,79.3524980553985,84.3910997419864,90.2607370622251,90.2272342464876,86.0578922765244,78.705900926392,87.4533589157319,93.2647066023572,96.0522054118867,88.869042964092,90.4671369642766,97.5251826796366,104.415516024444,101.795505315038,98.5508352458487,90.6529584351011,98.3383368701838,100.843267357101,104.767319486594,98.650470537245,97.1608583807236,100.284424427489,103.379568893801,104.268070329498,101.273230507878,92.0443220138324,97.7769371897133,105.16224145272,105.016499343734,100,96.3793518077548,104.920890939243,112.450408834713,113.349304431349,106.774989003265,96.7892173959762,109.306875582054,115.272707327867,114.166213353687,108.883753414896,97.5637365344289,104.076824986353,114.327350580771,114.372166355406,107.58501961424,99.35463718853,105.537614543091,111.910545433315,112.510655799733,107.328363241167,97.9197695195904,103.665099657376,113.421081352263,111.867991227828,106.718485439264,95.8409053689123,101.608595995717,108.016267533422,106.992905422167,103.114668580055,94.9043538755349,,,,
